customer_id,name,segment,age,region,branch,join_date
CUST0817,Customer 817,Student,28,North,Bremen-City,2020-06-16
CUST0818,Customer 818,Business,66,Central,Mannheim,2020-07-19
CUST0819,Customer 819,Premium,58,North,Hamburg-Mitte,2014-06-02
CUST0820,Customer 820,Student,65,West,Cologne-City,2021-02-27
CUST0821,Customer 821,Business,41,North,Bremen-City,2021-09-02
CUST0822,Customer 822,Premium,33,North,Hamburg-Nord,2017-08-11
CUST0823,Customer 823,Business,41,East,Berlin-East,2020-03-02
CUST0824,Customer 824,Retail,49,Central,Nuremberg,2018-11-20
CUST0825,Customer 825,Retail,27,South,Munich-South,2018-04-12
CUST0826,Customer 826,Business,43,North,Hamburg-Mitte,2017-06-29
CUST0827,Customer 827,Student,35,South,Munich-Mitte,2019-11-16
CUST0828,Customer 828,Premium,21,North,Hamburg-Mitte,2016-10-19
CUST0829,Customer 829,Student,32,Central,Stuttgart,2020-01-23
CUST0830,Customer 830,Retail,75,South,Munich-Mitte,2020-05-06
CUST0831,Customer 831,Premium,27,East,Dresden,2014-10-14
CUST0832,Customer 832,Business,26,West,Frankfurt,2014-02-27
CUST0833,Customer 833,Student,73,South,Munich-Mitte,2015-04-17
CUST0834,Customer 834,Business,51,Central,Mannheim,2017-11-17
CUST0835,Customer 835,Premium,31,Central,Nuremberg,2018-01-16
CUST0836,Customer 836,Retail,60,South,Munich-Mitte,2015-09-29
CUST0837,Customer 837,Business,34,East,Berlin-East,2016-05-05
CUST0838,Customer 838,Business,43,South,Augsburg,2017-05-31
CUST0839,Customer 839,Student,29,West,Frankfurt,2014-04-19
CUST0840,Customer 840,Retail,62,South,Munich-South,2020-05-09
CUST0841,Customer 841,Premium,35,South,Munich-South,2021-06-17
CUST0842,Customer 842,Business,25,South,Munich-South,2020-08-18
CUST0843,Customer 843,Premium,57,West,Dusseldorf,2014-08-10
CUST0844,Customer 844,Premium,46,West,Cologne-City,2016-03-07
CUST0845,Customer 845,Premium,36,South,Augsburg,2017-01-16
CUST0846,Customer 846,Student,56,South,Augsburg,2014-10-07
CUST0847,Customer 847,Business,52,West,Frankfurt,2017-11-12
CUST0848,Customer 848,Student,34,East,Dresden,2020-05-25
CUST0849,Customer 849,Student,75,East,Dresden,2019-12-12
CUST0850,Customer 850,Retail,40,East,Berlin-Mitte,2018-08-22
CUST0851,Customer 851,Student,47,West,Cologne-City,2017-04-28
CUST0852,Customer 852,Premium,20,South,Augsburg,2019-09-20
CUST0853,Customer 853,Business,48,North,Hamburg-Nord,2020-03-01
CUST0854,Customer 854,Premium,65,South,Munich-Mitte,2014-04-30
CUST0855,Customer 855,Premium,19,East,Berlin-East,2018-05-03
CUST0856,Customer 856,Business,64,North,Hamburg-Mitte,2014-10-31
CUST0857,Customer 857,Business,73,South,Munich-South,2018-02-18
CUST0858,Customer 858,Business,41,West,Cologne-City,2017-03-09
CUST0859,Customer 859,Business,60,North,Bremen-City,2015-04-19
CUST0860,Customer 860,Student,42,East,Berlin-Mitte,2016-11-21
CUST0861,Customer 861,Student,21,South,Munich-South,2016-03-06
CUST0862,Customer 862,Student,37,East,Berlin-East,2016-06-04
CUST0863,Customer 863,Business,48,East,Dresden,2018-05-05
CUST0864,Customer 864,Premium,64,South,Munich-South,2019-04-08
CUST0865,Customer 865,Student,70,South,Munich-South,2018-06-21
CUST0866,Customer 866,Business,33,South,Munich-South,2018-10-16
CUST0867,Customer 867,Retail,18,South,Munich-South,2014-04-04
CUST0868,Customer 868,Business,61,North,Hamburg-Mitte,2019-08-21
CUST0869,Customer 869,Student,68,Central,Stuttgart,2016-03-12
CUST0870,Customer 870,Retail,32,South,Munich-Mitte,2020-04-12
CUST0871,Customer 871,Retail,43,South,Munich-Mitte,2017-08-28
CUST0872,Customer 872,Student,40,North,Bremen-City,2017-12-30
CUST0873,Customer 873,Premium,30,North,Hamburg-Nord,2017-10-12
CUST0874,Customer 874,Retail,29,North,Hamburg-Nord,2019-10-13
CUST0875,Customer 875,Student,48,East,Berlin-East,2015-08-27
CUST0876,Customer 876,Student,22,Central,Mannheim,2017-01-09
CUST0877,Customer 877,Student,28,Central,Mannheim,2014-08-22
CUST0878,Customer 878,Premium,71,West,Dusseldorf,2019-11-17
CUST0879,Customer 879,Business,56,East,Berlin-East,2018-03-21
CUST0880,Customer 880,Student,51,South,Munich-South,2014-06-25
CUST0881,Customer 881,Business,23,South,Augsburg,2021-09-26
CUST0882,Customer 882,Premium,35,East,Berlin-East,2016-05-03
CUST0883,Customer 883,Premium,57,South,Munich-Mitte,2018-05-14
CUST0884,Customer 884,Retail,63,South,Munich-South,2017-12-19
CUST0885,Customer 885,Business,32,Central,Stuttgart,2020-01-29
CUST0886,Customer 886,Student,33,South,Augsburg,2020-01-01
CUST0887,Customer 887,Premium,39,Central,Stuttgart,2018-09-29
CUST0888,Customer 888,Premium,35,South,Munich-South,2018-09-24
CUST0889,Customer 889,Premium,63,Central,Nuremberg,2018-05-01
CUST0890,Customer 890,Student,44,West,Cologne-City,2018-10-25
CUST0891,Customer 891,Student,42,North,Hamburg-Mitte,2014-09-24
CUST0892,Customer 892,Premium,59,East,Berlin-Mitte,2017-09-05
CUST0893,Customer 893,Retail,64,Central,Nuremberg,2019-03-09
CUST0894,Customer 894,Business,62,North,Hamburg-Nord,2019-01-08
CUST0895,Customer 895,Premium,49,South,Munich-South,2017-03-19
CUST0896,Customer 896,Premium,72,Central,Nuremberg,2020-04-20
CUST0897,Customer 897,Premium,35,North,Bremen-City,2014-03-26
CUST0898,Customer 898,Premium,54,East,Berlin-Mitte,2015-01-23
CUST0899,Customer 899,Premium,31,North,Hamburg-Mitte,2019-01-18
CUST0900,Customer 900,Student,59,North,Hamburg-Nord,2013-11-27
CUST0901,Customer 901,Student,20,West,Dusseldorf,2014-10-09
CUST0902,Customer 902,Retail,42,Central,Mannheim,2013-11-04
CUST0903,Customer 903,Student,73,East,Berlin-Mitte,2019-01-09
CUST0904,Customer 904,Premium,26,South,Munich-Mitte,2018-03-12
CUST0905,Customer 905,Retail,49,Central,Nuremberg,2019-10-21
CUST0906,Customer 906,Business,69,South,Munich-Mitte,2014-02-14
CUST0907,Customer 907,Retail,29,South,Augsburg,2019-10-17
CUST0908,Customer 908,Business,75,North,Hamburg-Nord,2019-11-04
CUST0909,Customer 909,Business,39,Central,Stuttgart,2020-08-25
CUST0910,Customer 910,Premium,37,East,Berlin-Mitte,2020-09-07
CUST0911,Customer 911,Student,68,South,Munich-Mitte,2018-12-09
CUST0912,Customer 912,Business,41,North,Hamburg-Nord,2021-03-19
CUST0913,Customer 913,Business,38,East,Berlin-Mitte,2019-10-21
CUST0914,Customer 914,Student,64,South,Munich-South,2021-05-08
CUST0915,Customer 915,Premium,31,North,Hamburg-Mitte,2018-12-22
CUST0916,Customer 916,Premium,18,West,Cologne-City,2016-04-01
CUST0917,Customer 917,Business,32,East,Berlin-Mitte,2016-01-22
CUST0918,Customer 918,Premium,22,East,Dresden,2014-11-29
CUST0919,Customer 919,Student,54,Central,Nuremberg,2015-09-02
CUST0920,Customer 920,Student,31,Central,Stuttgart,2017-10-23
CUST0921,Customer 921,Business,51,East,Dresden,2018-04-06
CUST0922,Customer 922,Retail,71,West,Dusseldorf,2015-09-19
CUST0923,Customer 923,Student,43,East,Dresden,2014-01-10
CUST0924,Customer 924,Retail,62,North,Hamburg-Nord,2020-02-24
CUST0925,Customer 925,Business,36,West,Cologne-City,2020-07-05
CUST0926,Customer 926,Premium,20,East,Berlin-East,2017-11-18
CUST0927,Customer 927,Premium,73,West,Frankfurt,2018-02-23
CUST0928,Customer 928,Premium,28,Central,Stuttgart,2018-10-10
CUST0929,Customer 929,Premium,19,Central,Mannheim,2014-11-02
CUST0930,Customer 930,Student,53,South,Munich-South,2014-07-12
CUST0931,Customer 931,Premium,47,Central,Mannheim,2015-04-29
CUST0932,Customer 932,Business,26,South,Munich-South,2015-07-17
CUST0933,Customer 933,Retail,70,South,Munich-Mitte,2018-11-18
CUST0934,Customer 934,Student,51,Central,Mannheim,2018-07-05
CUST0935,Customer 935,Student,25,East,Dresden,2014-02-25
CUST0936,Customer 936,Business,21,West,Frankfurt,2013-12-23
CUST0937,Customer 937,Retail,65,South,Munich-South,2016-09-13
CUST0938,Customer 938,Premium,31,Central,Nuremberg,2015-10-25
CUST0939,Customer 939,Student,38,North,Bremen-City,2015-11-28
CUST0940,Customer 940,Premium,27,West,Cologne-City,2019-12-05
CUST0941,Customer 941,Retail,36,East,Berlin-East,2015-01-06
CUST0942,Customer 942,Premium,63,West,Cologne-City,2020-06-25
CUST0943,Customer 943,Student,25,West,Frankfurt,2020-01-27
CUST0944,Customer 944,Student,25,North,Hamburg-Mitte,2017-12-16
CUST0945,Customer 945,Premium,70,East,Berlin-Mitte,2015-07-15
CUST0946,Customer 946,Business,63,West,Frankfurt,2017-07-10
CUST0947,Customer 947,Student,72,East,Berlin-East,2021-03-21
CUST0948,Customer 948,Business,18,East,Dresden,2017-12-02
CUST0949,Customer 949,Premium,52,East,Berlin-East,2015-11-04
CUST0950,Customer 950,Business,34,South,Munich-Mitte,2017-04-30
CUST0951,Customer 951,Business,19,East,Berlin-East,2015-09-26
CUST0952,Customer 952,Premium,24,West,Cologne-City,2018-05-25
CUST0953,Customer 953,Business,36,Central,Mannheim,2019-09-14
CUST0954,Customer 954,Business,47,North,Hamburg-Nord,2018-03-08
CUST0955,Customer 955,Student,51,West,Dusseldorf,2015-03-26
CUST0956,Customer 956,Business,24,Central,Stuttgart,2018-11-11
CUST0957,Customer 957,Business,43,South,Munich-Mitte,2019-09-11
CUST0958,Customer 958,Student,36,South,Munich-South,2019-08-15
CUST0959,Customer 959,Student,25,West,Dusseldorf,2015-11-02
CUST0960,Customer 960,Retail,64,West,Cologne-City,2018-08-28
CUST0961,Customer 961,Business,36,South,Augsburg,2015-10-06
CUST0962,Customer 962,Premium,53,West,Cologne-City,2016-08-23
CUST0963,Customer 963,Business,41,South,Munich-Mitte,2015-03-04
CUST0964,Customer 964,Business,60,South,Munich-Mitte,2020-02-25
CUST0965,Customer 965,Retail,21,North,Hamburg-Nord,2015-07-10
CUST0966,Customer 966,Business,41,West,Cologne-City,2014-02-18
CUST0967,Customer 967,Student,26,West,Cologne-City,2016-01-13
CUST0968,Customer 968,Premium,62,East,Berlin-Mitte,2020-08-08
CUST0969,Customer 969,Student,34,East,Berlin-East,2015-06-07
CUST0970,Customer 970,Retail,28,South,Munich-Mitte,2020-11-20
CUST0971,Customer 971,Student,28,East,Berlin-East,2018-10-16
CUST0972,Customer 972,Premium,29,East,Berlin-East,2021-01-23
CUST0973,Customer 973,Premium,74,Central,Nuremberg,2016-11-14
CUST0974,Customer 974,Retail,35,Central,Mannheim,2018-06-03
CUST0975,Customer 975,Retail,54,South,Munich-Mitte,2014-06-20
CUST0976,Customer 976,Premium,45,West,Cologne-City,2020-09-28
CUST0977,Customer 977,Premium,33,East,Dresden,2015-07-05
CUST0978,Customer 978,Premium,73,East,Berlin-East,2014-05-22
CUST0979,Customer 979,Student,30,South,Augsburg,2018-11-03
CUST0980,Customer 980,Student,19,North,Hamburg-Nord,2020-05-07
CUST0981,Customer 981,Premium,32,East,Dresden,2014-08-28
CUST0982,Customer 982,Retail,25,Central,Stuttgart,2018-02-17
CUST0983,Customer 983,Retail,34,West,Cologne-City,2017-01-25
CUST0984,Customer 984,Student,43,Central,Stuttgart,2020-01-17
CUST0985,Customer 985,Retail,24,East,Berlin-East,2018-04-03
CUST0986,Customer 986,Premium,27,South,Munich-Mitte,2018-10-09
CUST0987,Customer 987,Business,57,North,Bremen-City,2015-11-21
CUST0988,Customer 988,Retail,56,North,Bremen-City,2020-12-09
CUST0989,Customer 989,Business,32,East,Berlin-Mitte,2018-01-30
CUST0990,Customer 990,Premium,21,North,Bremen-City,2017-02-11
CUST0991,Customer 991,Retail,49,South,Augsburg,2020-12-23
CUST0992,Customer 992,Premium,52,West,Frankfurt,2018-09-19
CUST0993,Customer 993,Business,30,West,Dusseldorf,2019-08-06
CUST0994,Customer 994,Premium,67,West,Cologne-City,2021-09-10
CUST0995,Customer 995,Retail,29,North,Bremen-City,2019-01-29
CUST0996,Customer 996,Retail,24,Central,Nuremberg,2021-05-04
CUST0997,Customer 997,Premium,37,Central,Mannheim,2016-02-19
CUST0998,Customer 998,Premium,67,North,Hamburg-Nord,2021-04-11
CUST0999,Customer 999,Student,28,East,Dresden,2015-06-05
CUST1000,Customer 1000,Retail,52,Central,Mannheim,2014-11-06
CUST1001,Customer 1001,Student,41,Central,Nuremberg,2015-11-10
CUST1002,Customer 1002,Business,68,West,Frankfurt,2020-05-28
CUST1003,Customer 1003,Retail,41,West,Dusseldorf,2014-02-12
CUST1004,Customer 1004,Premium,38,East,Dresden,2014-09-07
CUST1005,Customer 1005,Business,75,South,Augsburg,2014-06-20
CUST1006,Customer 1006,Premium,67,Central,Stuttgart,2014-07-19
CUST1007,Customer 1007,Business,19,South,Augsburg,2017-11-21
CUST1008,Customer 1008,Student,18,South,Augsburg,2020-09-18
CUST1009,Customer 1009,Premium,50,South,Augsburg,2016-09-07
CUST1010,Customer 1010,Premium,33,East,Dresden,2015-11-06
CUST1011,Customer 1011,Student,72,East,Berlin-East,2015-07-29
CUST1012,Customer 1012,Business,51,South,Munich-South,2017-11-18
CUST1013,Customer 1013,Premium,29,East,Dresden,2014-08-04
CUST1014,Customer 1014,Premium,37,Central,Stuttgart,2016-07-04
CUST1015,Customer 1015,Premium,28,West,Cologne-City,2019-08-08
CUST1016,Customer 1016,Business,33,West,Frankfurt,2014-05-28
CUST1017,Customer 1017,Student,40,West,Cologne-City,2020-11-12
CUST1018,Customer 1018,Retail,24,East,Berlin-Mitte,2019-05-11
CUST1019,Customer 1019,Retail,45,South,Munich-South,2021-07-06
CUST1020,Customer 1020,Business,29,East,Berlin-Mitte,2017-07-03
CUST1021,Customer 1021,Business,59,South,Munich-Mitte,2014-02-16
CUST1022,Customer 1022,Business,56,North,Hamburg-Nord,2021-01-27
CUST1023,Customer 1023,Retail,60,Central,Nuremberg,2021-01-26
CUST1024,Customer 1024,Student,52,East,Berlin-Mitte,2018-10-28
CUST1025,Customer 1025,Business,32,North,Bremen-City,2020-10-20
CUST1026,Customer 1026,Premium,51,Central,Mannheim,2015-05-17
CUST1027,Customer 1027,Student,39,West,Dusseldorf,2016-10-09
CUST1028,Customer 1028,Premium,71,East,Dresden,2015-03-12
CUST1029,Customer 1029,Premium,18,West,Dusseldorf,2014-09-20
CUST1030,Customer 1030,Business,46,North,Hamburg-Mitte,2018-04-01
CUST1031,Customer 1031,Student,52,South,Munich-Mitte,2017-10-27
CUST1032,Customer 1032,Business,23,West,Frankfurt,2018-03-27
CUST1033,Customer 1033,Business,30,Central,Stuttgart,2014-03-13
CUST1034,Customer 1034,Student,31,West,Dusseldorf,2018-01-09
CUST1035,Customer 1035,Business,27,West,Dusseldorf,2017-12-23
CUST1036,Customer 1036,Premium,26,East,Berlin-East,2017-09-28
CUST1037,Customer 1037,Student,73,Central,Stuttgart,2017-11-02
CUST1038,Customer 1038,Premium,25,North,Bremen-City,2018-05-04
CUST1039,Customer 1039,Premium,36,Central,Nuremberg,2017-03-27
CUST1040,Customer 1040,Retail,74,Central,Mannheim,2016-11-05
CUST1041,Customer 1041,Student,62,East,Berlin-Mitte,2016-01-08
CUST1042,Customer 1042,Business,36,North,Hamburg-Nord,2016-03-01
CUST1043,Customer 1043,Business,45,North,Hamburg-Mitte,2017-09-21
CUST1044,Customer 1044,Business,29,East,Berlin-East,2018-05-28
CUST1045,Customer 1045,Premium,39,Central,Mannheim,2021-05-22
CUST1046,Customer 1046,Premium,18,Central,Nuremberg,2017-11-26
CUST1047,Customer 1047,Student,23,South,Augsburg,2016-04-27
CUST1048,Customer 1048,Premium,27,South,Munich-South,2018-11-04
CUST1049,Customer 1049,Business,50,South,Munich-Mitte,2020-04-24
CUST1050,Customer 1050,Retail,34,East,Dresden,2017-12-27
CUST1051,Customer 1051,Business,71,East,Dresden,2014-07-29
CUST1052,Customer 1052,Business,37,North,Hamburg-Mitte,2015-06-10
CUST1053,Customer 1053,Retail,39,South,Augsburg,2018-04-15
CUST1054,Customer 1054,Retail,73,Central,Stuttgart,2018-09-10
CUST1055,Customer 1055,Business,60,North,Hamburg-Mitte,2015-09-29
CUST1056,Customer 1056,Student,47,East,Berlin-East,2018-05-03
CUST1057,Customer 1057,Premium,34,East,Berlin-East,2018-12-03
CUST1058,Customer 1058,Student,60,Central,Stuttgart,2017-09-09
CUST1059,Customer 1059,Business,68,Central,Nuremberg,2021-09-09
CUST1060,Customer 1060,Retail,72,North,Bremen-City,2017-03-29
CUST1061,Customer 1061,Business,28,North,Hamburg-Nord,2021-02-15
CUST1062,Customer 1062,Premium,23,South,Munich-South,2017-02-13
CUST1063,Customer 1063,Business,40,East,Berlin-East,2014-03-25
CUST1064,Customer 1064,Business,72,East,Berlin-East,2014-01-10
CUST1065,Customer 1065,Student,22,East,Berlin-East,2014-10-09
CUST1066,Customer 1066,Retail,42,South,Augsburg,2019-04-22
CUST1067,Customer 1067,Business,34,East,Dresden,2020-10-01
CUST1068,Customer 1068,Business,22,Central,Mannheim,2021-04-01
CUST1069,Customer 1069,Business,29,North,Hamburg-Nord,2017-09-05
CUST1070,Customer 1070,Business,71,East,Berlin-Mitte,2017-12-26
CUST1071,Customer 1071,Retail,64,South,Munich-South,2014-11-05
CUST1072,Customer 1072,Student,26,West,Frankfurt,2017-02-16
CUST1073,Customer 1073,Premium,33,West,Cologne-City,2018-05-13
CUST1074,Customer 1074,Retail,38,South,Augsburg,2018-02-20
CUST1075,Customer 1075,Premium,37,South,Augsburg,2021-06-29
CUST1076,Customer 1076,Retail,35,West,Frankfurt,2018-11-13
CUST1077,Customer 1077,Student,69,East,Berlin-Mitte,2020-01-24
CUST1078,Customer 1078,Retail,40,West,Dusseldorf,2017-01-14
CUST1079,Customer 1079,Retail,47,East,Dresden,2014-09-16
CUST1080,Customer 1080,Retail,61,South,Munich-South,2016-11-29
CUST1081,Customer 1081,Retail,41,Central,Mannheim,2014-12-03
CUST1082,Customer 1082,Business,21,West,Frankfurt,2019-05-19
CUST1083,Customer 1083,Premium,32,North,Bremen-City,2019-06-21
CUST1084,Customer 1084,Premium,45,South,Augsburg,2014-09-11
CUST1085,Customer 1085,Business,60,North,Hamburg-Nord,2013-12-14
CUST1086,Customer 1086,Premium,26,West,Dusseldorf,2014-08-31
CUST1087,Customer 1087,Premium,27,West,Dusseldorf,2015-03-16
CUST1088,Customer 1088,Business,31,South,Munich-South,2016-08-03
CUST1089,Customer 1089,Retail,24,West,Frankfurt,2021-07-09
CUST1090,Customer 1090,Premium,75,South,Munich-South,2013-12-20
CUST1091,Customer 1091,Premium,68,West,Cologne-City,2018-04-16
CUST1092,Customer 1092,Business,27,Central,Stuttgart,2021-08-07
CUST1093,Customer 1093,Business,44,West,Cologne-City,2021-04-18
CUST1094,Customer 1094,Premium,25,East,Berlin-Mitte,2014-12-02
CUST1095,Customer 1095,Premium,44,North,Bremen-City,2020-10-19
CUST1096,Customer 1096,Retail,75,South,Munich-Mitte,2015-03-30
CUST1097,Customer 1097,Student,52,East,Dresden,2013-11-15
CUST1098,Customer 1098,Business,46,East,Berlin-East,2015-12-10
CUST1099,Customer 1099,Business,47,West,Cologne-City,2016-12-25
CUST1100,Customer 1100,Business,36,Central,Mannheim,2019-03-21
CUST1101,Customer 1101,Retail,49,East,Berlin-East,2016-03-01
CUST1102,Customer 1102,Business,39,East,Dresden,2019-02-20
CUST1103,Customer 1103,Retail,24,East,Berlin-Mitte,2019-11-12
CUST1104,Customer 1104,Business,25,South,Augsburg,2020-06-29
CUST1105,Customer 1105,Student,33,South,Munich-South,2014-11-13
CUST1106,Customer 1106,Premium,64,South,Munich-South,2021-08-26
CUST1107,Customer 1107,Retail,35,West,Frankfurt,2017-09-02
CUST1108,Customer 1108,Business,21,East,Berlin-East,2014-02-12
CUST1109,Customer 1109,Student,23,Central,Stuttgart,2015-06-30
CUST1110,Customer 1110,Business,50,North,Hamburg-Mitte,2021-10-30
CUST1111,Customer 1111,Premium,43,West,Dusseldorf,2017-03-13
CUST1112,Customer 1112,Premium,45,South,Munich-South,2019-12-18
CUST1113,Customer 1113,Retail,53,Central,Stuttgart,2021-10-29
CUST1114,Customer 1114,Retail,65,North,Hamburg-Nord,2015-12-19
CUST1115,Customer 1115,Retail,41,Central,Nuremberg,2017-02-25
CUST1116,Customer 1116,Student,37,Central,Nuremberg,2019-10-18
CUST1117,Customer 1117,Retail,67,South,Augsburg,2021-02-16
CUST1118,Customer 1118,Student,23,East,Berlin-East,2020-02-23
CUST1119,Customer 1119,Retail,32,West,Cologne-City,2017-10-03
CUST1120,Customer 1120,Student,38,East,Dresden,2020-12-19
CUST1121,Customer 1121,Student,58,South,Munich-Mitte,2018-09-04
CUST1122,Customer 1122,Student,56,East,Berlin-East,2015-05-16
CUST1123,Customer 1123,Student,61,South,Munich-Mitte,2018-04-12
CUST1124,Customer 1124,Retail,46,Central,Mannheim,2016-03-27
CUST1125,Customer 1125,Premium,69,Central,Stuttgart,2015-11-19
CUST1126,Customer 1126,Student,32,West,Cologne-City,2016-01-16
CUST1127,Customer 1127,Retail,75,West,Frankfurt,2018-12-10
CUST1128,Customer 1128,Retail,32,West,Dusseldorf,2016-12-22
CUST1129,Customer 1129,Business,54,South,Augsburg,2015-04-07
CUST1130,Customer 1130,Business,72,South,Munich-Mitte,2020-04-29
CUST1131,Customer 1131,Premium,63,West,Dusseldorf,2018-06-17
CUST1132,Customer 1132,Business,73,South,Munich-Mitte,2016-01-30
CUST1133,Customer 1133,Retail,36,North,Hamburg-Mitte,2016-10-03
CUST1134,Customer 1134,Business,65,Central,Stuttgart,2016-12-14
CUST1135,Customer 1135,Business,19,South,Augsburg,2014-02-08
CUST1136,Customer 1136,Student,35,North,Bremen-City,2014-10-05
CUST1137,Customer 1137,Retail,55,North,Hamburg-Mitte,2021-10-24
CUST1138,Customer 1138,Premium,42,Central,Nuremberg,2015-05-24
CUST1139,Customer 1139,Student,56,Central,Stuttgart,2018-10-21
CUST1140,Customer 1140,Retail,26,South,Augsburg,2021-09-05
CUST1141,Customer 1141,Premium,38,East,Dresden,2014-04-19
CUST1142,Customer 1142,Student,21,East,Berlin-East,2015-10-09
CUST1143,Customer 1143,Retail,19,Central,Mannheim,2015-11-18
CUST1144,Customer 1144,Business,39,North,Bremen-City,2015-11-27
CUST1145,Customer 1145,Student,60,Central,Stuttgart,2016-08-11
CUST1146,Customer 1146,Retail,55,North,Hamburg-Mitte,2021-03-11
CUST1147,Customer 1147,Business,36,South,Augsburg,2015-01-01
CUST1148,Customer 1148,Retail,38,Central,Nuremberg,2019-08-02
CUST1149,Customer 1149,Student,23,North,Hamburg-Nord,2019-04-13
CUST1150,Customer 1150,Business,72,East,Berlin-East,2020-05-18
CUST1151,Customer 1151,Premium,46,Central,Mannheim,2020-05-06
CUST1152,Customer 1152,Retail,72,East,Berlin-Mitte,2017-06-14
CUST1153,Customer 1153,Premium,27,North,Hamburg-Nord,2018-09-13
CUST1154,Customer 1154,Retail,20,West,Frankfurt,2017-08-13
CUST1155,Customer 1155,Premium,28,South,Munich-Mitte,2016-11-05
CUST1156,Customer 1156,Business,43,North,Bremen-City,2018-09-18
CUST1157,Customer 1157,Premium,21,East,Berlin-Mitte,2017-01-20
CUST1158,Customer 1158,Business,74,South,Munich-Mitte,2014-05-25
CUST1159,Customer 1159,Business,41,North,Hamburg-Mitte,2020-11-17
CUST1160,Customer 1160,Student,41,North,Hamburg-Mitte,2014-05-17
CUST1161,Customer 1161,Student,40,East,Berlin-Mitte,2019-12-07
CUST1162,Customer 1162,Retail,25,West,Dusseldorf,2014-01-14
CUST1163,Customer 1163,Business,64,West,Dusseldorf,2021-11-21
CUST1164,Customer 1164,Premium,64,East,Dresden,2018-06-11
CUST1165,Customer 1165,Premium,26,South,Augsburg,2020-10-31
CUST1166,Customer 1166,Student,44,East,Berlin-Mitte,2019-05-14
CUST1167,Customer 1167,Business,41,South,Augsburg,2019-02-23
CUST1168,Customer 1168,Retail,36,South,Munich-South,2016-05-10
CUST1169,Customer 1169,Premium,61,East,Berlin-East,2015-03-14
CUST1170,Customer 1170,Premium,67,North,Hamburg-Nord,2018-12-20
CUST1171,Customer 1171,Business,58,Central,Stuttgart,2021-07-12
CUST1172,Customer 1172,Student,52,South,Munich-Mitte,2015-01-23
CUST1173,Customer 1173,Student,39,Central,Nuremberg,2017-12-29
CUST1174,Customer 1174,Student,58,East,Berlin-Mitte,2018-03-13
CUST1175,Customer 1175,Business,41,West,Frankfurt,2014-11-16
CUST1176,Customer 1176,Premium,62,East,Dresden,2016-02-24
CUST1177,Customer 1177,Student,69,Central,Mannheim,2019-10-17
CUST1178,Customer 1178,Student,33,South,Munich-Mitte,2021-08-16
CUST1179,Customer 1179,Premium,43,East,Dresden,2015-02-06
CUST1180,Customer 1180,Premium,38,East,Berlin-East,2014-09-18
CUST1181,Customer 1181,Student,18,South,Munich-Mitte,2020-03-17
CUST1182,Customer 1182,Student,70,East,Dresden,2016-03-22
CUST1183,Customer 1183,Premium,33,West,Dusseldorf,2014-01-28
CUST1184,Customer 1184,Business,55,North,Hamburg-Mitte,2017-08-08
CUST1185,Customer 1185,Student,73,West,Cologne-City,2015-12-02
CUST1186,Customer 1186,Retail,20,North,Bremen-City,2017-07-11
CUST1187,Customer 1187,Student,23,Central,Stuttgart,2020-02-12
CUST1188,Customer 1188,Student,49,East,Berlin-East,2021-07-16
CUST1189,Customer 1189,Retail,66,North,Hamburg-Nord,2020-11-22
CUST1190,Customer 1190,Student,72,North,Hamburg-Nord,2017-01-30
CUST1191,Customer 1191,Premium,66,West,Dusseldorf,2018-01-05
CUST1192,Customer 1192,Retail,73,Central,Mannheim,2017-11-22
CUST1193,Customer 1193,Student,32,West,Cologne-City,2018-09-01
CUST1194,Customer 1194,Student,27,South,Munich-Mitte,2013-11-13
CUST1195,Customer 1195,Student,52,East,Berlin-East,2020-09-13
CUST1196,Customer 1196,Retail,56,North,Hamburg-Nord,2014-10-09
CUST1197,Customer 1197,Retail,26,South,Munich-Mitte,2020-03-05
CUST1198,Customer 1198,Premium,70,West,Cologne-City,2015-09-26
CUST1199,Customer 1199,Student,43,West,Dusseldorf,2018-11-07
CUST1200,Customer 1200,Student,48,North,Hamburg-Nord,2016-09-22
CUST1201,Customer 1201,Student,34,Central,Stuttgart,2014-08-13
CUST1202,Customer 1202,Retail,42,North,Hamburg-Nord,2019-08-02
CUST1203,Customer 1203,Business,32,West,Cologne-City,2020-07-16
CUST1204,Customer 1204,Retail,57,Central,Stuttgart,2017-09-01
CUST1205,Customer 1205,Retail,29,North,Hamburg-Nord,2020-09-30
CUST1206,Customer 1206,Business,56,Central,Mannheim,2020-11-03
CUST1207,Customer 1207,Premium,60,East,Berlin-Mitte,2016-10-25
CUST1208,Customer 1208,Student,40,East,Berlin-East,2017-11-15
CUST1209,Customer 1209,Retail,61,West,Frankfurt,2018-08-03
CUST1210,Customer 1210,Student,68,North,Bremen-City,2016-02-01
CUST1211,Customer 1211,Business,48,North,Hamburg-Mitte,2020-12-30
CUST1212,Customer 1212,Student,34,East,Berlin-East,2019-02-10
CUST1213,Customer 1213,Student,46,West,Dusseldorf,2019-06-06
CUST1214,Customer 1214,Retail,59,Central,Nuremberg,2018-01-17
CUST1215,Customer 1215,Business,19,North,Bremen-City,2020-06-07
CUST1216,Customer 1216,Retail,73,South,Munich-Mitte,2014-03-13
CUST1217,Customer 1217,Premium,59,East,Berlin-East,2016-10-26
CUST1218,Customer 1218,Business,47,Central,Mannheim,2017-04-19
