account_id,customer_id,product,balance,interest_rate,open_date,status
ACC02162,CUST1067,Current Account,243318.83,5.44,2015-05-26,Active
ACC02163,CUST1068,Mortgage,240331.43,3.18,2015-12-20,Active
ACC02164,CUST1069,Personal Loan,55524.37,0.69,2021-06-09,Active
ACC02165,CUST1070,Current Account,21738.66,0.35,2021-10-07,Active
ACC02166,CUST1071,Personal Loan,167167.89,0.48,2017-09-20,Active
ACC02167,CUST1071,Mortgage,206352.25,1.01,2015-05-16,Active
ACC02168,CUST1071,Mortgage,20775.5,1.94,2015-12-25,Active
ACC02169,CUST1072,Current Account,232367.09,0.05,2017-05-09,Active
ACC02170,CUST1072,Investment Fund,234840.69,5.21,2017-05-15,Active
ACC02171,CUST1072,Credit Card,233832.75,3.77,2018-08-15,Active
ACC02172,CUST1073,Personal Loan,137528.91,1.48,2015-11-11,Dormant
ACC02173,CUST1074,Investment Fund,128845.3,1.15,2016-03-30,Active
ACC02174,CUST1074,Personal Loan,143464.51,4.85,2018-02-24,Active
ACC02175,CUST1074,Mortgage,240573.29,1.1,2021-06-30,Active
ACC02176,CUST1075,Current Account,65706.62,4.93,2021-04-21,Active
ACC02177,CUST1076,Investment Fund,204109.25,2.18,2017-05-20,Active
ACC02178,CUST1076,Credit Card,54729.34,0.63,2016-09-14,Active
ACC02179,CUST1076,Investment Fund,214768.14,0.33,2018-02-10,Active
ACC02180,CUST1077,Savings Account,94698.69,1.17,2019-01-02,Active
ACC02181,CUST1078,Current Account,181477.46,5.3,2017-10-04,Dormant
ACC02182,CUST1078,Personal Loan,226022.87,0.4,2015-12-13,Active
ACC02183,CUST1078,Credit Card,38522.64,3.27,2016-12-13,Active
ACC02184,CUST1079,Current Account,48082.83,2.77,2018-08-29,Active
ACC02185,CUST1080,Credit Card,197015.35,0.57,2020-05-03,Active
ACC02186,CUST1080,Current Account,87587.25,5.13,2018-08-25,Active
ACC02187,CUST1081,Credit Card,173174.85,5.16,2018-02-22,Active
ACC02188,CUST1081,Savings Account,17348.72,2.58,2017-09-29,Active
ACC02189,CUST1082,Investment Fund,77283.37,5.17,2018-06-13,Active
ACC02190,CUST1082,Personal Loan,123638.21,4.22,2016-10-08,Dormant
ACC02191,CUST1082,Personal Loan,57553.22,5.02,2015-11-09,Active
ACC02192,CUST1083,Mortgage,153316.35,4.76,2020-04-06,Dormant
ACC02193,CUST1083,Savings Account,242807.46,3.0,2019-05-03,Active
ACC02194,CUST1084,Personal Loan,249965.51,4.52,2017-01-14,Active
ACC02195,CUST1084,Savings Account,135680.18,3.34,2016-05-10,Dormant
ACC02196,CUST1084,Personal Loan,127755.43,0.06,2016-10-04,Active
ACC02197,CUST1085,Investment Fund,12638.15,4.61,2018-10-05,Active
ACC02198,CUST1085,Savings Account,225161.32,1.87,2017-06-14,Dormant
ACC02199,CUST1085,Mortgage,78902.6,1.38,2021-04-25,Active
ACC02200,CUST1086,Mortgage,136757.69,4.33,2015-08-05,Active
ACC02201,CUST1086,Current Account,82116.99,1.11,2015-08-25,Active
ACC02202,CUST1087,Investment Fund,115756.64,5.03,2016-04-22,Active
ACC02203,CUST1087,Personal Loan,81474.94,1.89,2016-03-27,Active
ACC02204,CUST1087,Current Account,247416.41,5.1,2020-08-22,Active
ACC02205,CUST1088,Savings Account,29018.7,5.17,2019-11-16,Active
ACC02206,CUST1088,Investment Fund,104969.73,2.58,2020-01-31,Active
ACC02207,CUST1088,Credit Card,79783.61,3.49,2016-08-15,Active
ACC02208,CUST1089,Savings Account,95071.47,3.38,2020-04-30,Active
ACC02209,CUST1089,Credit Card,92238.78,5.33,2018-08-08,Dormant
ACC02210,CUST1089,Investment Fund,233480.78,2.19,2020-04-07,Dormant
ACC02211,CUST1090,Personal Loan,83096.61,3.07,2020-03-11,Active
ACC02212,CUST1091,Savings Account,36620.73,1.39,2020-07-24,Active
ACC02213,CUST1091,Investment Fund,107201.83,0.98,2020-03-06,Dormant
ACC02214,CUST1091,Savings Account,141279.12,1.56,2021-02-19,Active
ACC02215,CUST1092,Investment Fund,191471.64,1.34,2021-11-17,Active
ACC02216,CUST1092,Investment Fund,51597.68,0.74,2018-12-23,Active
ACC02217,CUST1093,Credit Card,239976.46,4.51,2017-06-03,Active
ACC02218,CUST1093,Current Account,12514.24,0.68,2019-06-27,Active
ACC02219,CUST1093,Personal Loan,35061.01,0.29,2019-07-02,Dormant
ACC02220,CUST1094,Savings Account,101428.17,0.59,2017-10-18,Dormant
ACC02221,CUST1095,Credit Card,141218.1,1.32,2018-03-24,Active
ACC02222,CUST1096,Mortgage,226222.74,3.79,2016-03-27,Active
ACC02223,CUST1097,Personal Loan,19937.59,3.66,2020-06-23,Active
ACC02224,CUST1098,Current Account,169257.51,5.15,2020-05-17,Active
ACC02225,CUST1099,Investment Fund,103909.31,3.19,2019-11-13,Active
ACC02226,CUST1100,Savings Account,181722.9,0.01,2016-01-16,Active
ACC02227,CUST1101,Current Account,984.77,5.24,2016-05-06,Active
ACC02228,CUST1101,Personal Loan,169172.9,3.37,2020-01-21,Active
ACC02229,CUST1101,Savings Account,190620.22,2.13,2015-06-06,Active
ACC02230,CUST1102,Personal Loan,91152.02,5.17,2016-08-30,Dormant
ACC02231,CUST1103,Current Account,56491.43,4.1,2017-04-14,Active
ACC02232,CUST1103,Mortgage,81856.87,1.8,2017-12-28,Dormant
ACC02233,CUST1104,Current Account,231745.86,3.22,2016-11-13,Active
ACC02234,CUST1104,Credit Card,19157.59,0.26,2019-12-05,Active
ACC02235,CUST1104,Personal Loan,217145.26,3.35,2020-06-25,Active
ACC02236,CUST1105,Savings Account,193205.47,0.84,2019-06-10,Active
ACC02237,CUST1105,Personal Loan,241782.48,4.97,2015-10-20,Active
ACC02238,CUST1106,Credit Card,137608.06,4.88,2016-12-08,Active
ACC02239,CUST1106,Mortgage,192256.74,1.8,2017-08-16,Active
ACC02240,CUST1107,Current Account,159714.29,1.13,2019-04-29,Active
ACC02241,CUST1107,Personal Loan,169832.02,4.55,2020-01-31,Active
ACC02242,CUST1108,Personal Loan,48662.58,4.99,2015-12-31,Active
ACC02243,CUST1108,Investment Fund,94128.7,4.85,2020-02-02,Active
ACC02244,CUST1109,Mortgage,142303.59,1.44,2018-09-10,Active
ACC02245,CUST1109,Current Account,50638.54,2.94,2017-04-10,Active
ACC02246,CUST1109,Investment Fund,134824.44,0.75,2020-01-01,Active
ACC02247,CUST1110,Credit Card,43596.74,3.44,2015-09-07,Active
ACC02248,CUST1110,Current Account,128002.91,1.05,2018-10-19,Dormant
ACC02249,CUST1111,Investment Fund,34609.0,0.49,2017-07-02,Active
ACC02250,CUST1112,Investment Fund,25001.24,1.56,2020-05-01,Active
ACC02251,CUST1112,Credit Card,20551.04,4.3,2020-10-05,Active
ACC02252,CUST1112,Mortgage,235563.13,1.8,2016-05-14,Active
ACC02253,CUST1113,Investment Fund,186304.82,0.6,2021-05-23,Active
ACC02254,CUST1114,Current Account,166879.6,2.89,2020-10-16,Active
ACC02255,CUST1114,Savings Account,159320.89,2.07,2015-06-08,Active
ACC02256,CUST1114,Investment Fund,145173.83,3.64,2018-09-22,Active
ACC02257,CUST1115,Current Account,117116.17,4.94,2018-12-08,Active
ACC02258,CUST1116,Personal Loan,178441.59,3.55,2021-06-20,Active
ACC02259,CUST1117,Current Account,60461.53,5.39,2018-07-07,Active
ACC02260,CUST1118,Investment Fund,67575.04,5.23,2019-04-03,Active
ACC02261,CUST1119,Credit Card,165209.72,1.72,2017-06-25,Active
ACC02262,CUST1119,Current Account,59332.47,1.73,2020-06-13,Active
ACC02263,CUST1119,Savings Account,249541.51,1.29,2017-05-24,Active
ACC02264,CUST1120,Mortgage,2618.91,0.73,2017-11-25,Active
ACC02265,CUST1121,Personal Loan,168234.46,0.61,2020-08-28,Dormant
ACC02266,CUST1122,Investment Fund,209355.4,1.83,2015-04-16,Active
ACC02267,CUST1123,Personal Loan,11448.05,4.26,2019-11-20,Active
ACC02268,CUST1124,Investment Fund,210611.02,2.89,2019-12-19,Active
ACC02269,CUST1125,Mortgage,193081.82,4.31,2019-03-05,Active
ACC02270,CUST1125,Personal Loan,76146.63,0.51,2015-11-24,Active
ACC02271,CUST1126,Mortgage,123807.09,4.31,2016-04-22,Active
ACC02272,CUST1126,Savings Account,151723.85,1.0,2016-12-15,Active
ACC02273,CUST1126,Savings Account,2953.72,4.87,2021-08-06,Active
ACC02274,CUST1127,Investment Fund,41706.08,5.07,2020-02-09,Active
ACC02275,CUST1127,Personal Loan,233671.59,0.29,2015-07-31,Active
ACC02276,CUST1128,Personal Loan,18414.16,0.75,2017-03-09,Active
ACC02277,CUST1129,Personal Loan,93373.35,0.42,2016-01-31,Active
ACC02278,CUST1130,Savings Account,26894.97,1.06,2017-06-22,Active
ACC02279,CUST1130,Current Account,60172.63,0.71,2017-07-10,Active
ACC02280,CUST1131,Current Account,55854.91,1.98,2018-06-26,Active
ACC02281,CUST1132,Savings Account,30897.61,2.39,2017-06-16,Active
ACC02282,CUST1132,Current Account,139116.26,3.15,2015-06-05,Active
ACC02283,CUST1132,Current Account,195377.68,0.26,2021-07-18,Active
ACC02284,CUST1133,Credit Card,165524.06,1.89,2015-04-26,Active
ACC02285,CUST1133,Investment Fund,59690.1,0.41,2016-02-25,Active
ACC02286,CUST1133,Investment Fund,209948.5,1.35,2019-02-01,Active
ACC02287,CUST1134,Credit Card,124158.44,3.82,2020-04-07,Active
ACC02288,CUST1134,Current Account,27827.57,1.38,2019-10-29,Active
ACC02289,CUST1134,Personal Loan,17825.78,1.13,2020-11-20,Active
ACC02290,CUST1135,Savings Account,79026.82,4.76,2019-06-12,Active
ACC02291,CUST1135,Current Account,6003.91,4.72,2015-08-10,Active
ACC02292,CUST1136,Investment Fund,17722.03,5.27,2017-04-05,Active
ACC02293,CUST1136,Savings Account,136071.97,1.15,2019-08-01,Active
ACC02294,CUST1137,Current Account,173221.28,3.61,2018-07-13,Active
ACC02295,CUST1138,Investment Fund,132484.8,0.3,2021-06-03,Active
ACC02296,CUST1138,Current Account,168473.28,0.27,2017-09-10,Active
ACC02297,CUST1138,Personal Loan,238294.64,5.01,2018-04-27,Active
ACC02298,CUST1139,Savings Account,238961.44,0.51,2018-08-10,Active
ACC02299,CUST1139,Investment Fund,115303.64,4.5,2020-09-18,Active
ACC02300,CUST1140,Personal Loan,58091.97,3.01,2019-01-15,Active
ACC02301,CUST1140,Savings Account,179269.44,2.9,2017-10-22,Active
ACC02302,CUST1140,Credit Card,78051.12,3.43,2016-12-27,Active
ACC02303,CUST1141,Current Account,234220.57,4.99,2017-03-15,Dormant
ACC02304,CUST1141,Credit Card,189147.55,2.81,2015-05-21,Active
ACC02305,CUST1142,Personal Loan,76705.94,1.71,2020-10-14,Active
ACC02306,CUST1143,Mortgage,9064.68,4.79,2019-09-18,Active
ACC02307,CUST1143,Savings Account,179040.45,0.81,2017-09-12,Active
ACC02308,CUST1143,Investment Fund,73795.62,2.39,2018-09-24,Active
ACC02309,CUST1144,Mortgage,230731.76,0.44,2015-07-24,Active
ACC02310,CUST1144,Investment Fund,76299.54,0.48,2017-02-27,Active
ACC02311,CUST1144,Investment Fund,60300.66,4.17,2019-12-07,Active
ACC02312,CUST1145,Personal Loan,218155.96,1.95,2017-10-07,Active
ACC02313,CUST1146,Mortgage,125673.38,0.22,2018-11-18,Active
ACC02314,CUST1147,Savings Account,46724.0,4.44,2020-07-08,Active
ACC02315,CUST1147,Investment Fund,210412.17,1.19,2015-07-28,Active
ACC02316,CUST1148,Credit Card,104899.94,1.17,2016-08-10,Active
ACC02317,CUST1148,Personal Loan,128145.86,1.74,2021-03-21,Active
ACC02318,CUST1149,Investment Fund,16759.66,0.11,2016-07-20,Active
ACC02319,CUST1150,Mortgage,42804.16,2.93,2015-06-11,Active
ACC02320,CUST1151,Mortgage,184344.21,4.02,2021-10-08,Dormant
ACC02321,CUST1151,Current Account,96598.61,3.69,2017-11-28,Active
ACC02322,CUST1152,Personal Loan,61597.11,5.25,2016-02-16,Active
ACC02323,CUST1152,Credit Card,154230.52,1.99,2017-01-27,Active
ACC02324,CUST1153,Savings Account,130158.23,2.79,2017-11-11,Active
ACC02325,CUST1153,Mortgage,20351.69,2.47,2016-02-21,Active
ACC02326,CUST1154,Mortgage,22766.46,0.56,2020-11-30,Active
ACC02327,CUST1155,Savings Account,186217.12,3.83,2017-07-05,Active
ACC02328,CUST1156,Investment Fund,122828.68,1.21,2019-06-14,Active
ACC02329,CUST1157,Credit Card,59678.67,0.18,2019-03-29,Active
ACC02330,CUST1157,Credit Card,167712.08,0.71,2018-09-06,Active
ACC02331,CUST1158,Current Account,248410.29,4.4,2015-08-13,Active
ACC02332,CUST1159,Savings Account,125246.88,5.04,2020-01-19,Active
ACC02333,CUST1159,Mortgage,4786.71,2.39,2015-02-27,Active
ACC02334,CUST1159,Current Account,18762.53,2.02,2018-08-11,Active
ACC02335,CUST1160,Credit Card,1712.69,5.49,2017-03-18,Active
ACC02336,CUST1161,Investment Fund,82887.91,2.38,2016-03-27,Active
ACC02337,CUST1161,Credit Card,38500.4,5.03,2015-07-20,Active
ACC02338,CUST1161,Current Account,187892.83,2.66,2018-07-07,Dormant
ACC02339,CUST1162,Credit Card,145684.92,1.65,2016-04-08,Active
ACC02340,CUST1162,Investment Fund,156760.41,4.23,2018-05-05,Active
ACC02341,CUST1162,Savings Account,88787.65,4.33,2020-01-17,Active
ACC02342,CUST1163,Current Account,16073.59,2.36,2016-04-22,Active
ACC02343,CUST1163,Investment Fund,38947.98,0.62,2021-10-31,Active
ACC02344,CUST1163,Mortgage,54811.32,5.24,2021-04-18,Active
ACC02345,CUST1164,Investment Fund,158554.83,4.92,2018-09-26,Active
ACC02346,CUST1165,Current Account,25174.49,1.63,2015-05-04,Active
ACC02347,CUST1165,Current Account,65888.91,4.81,2020-09-12,Active
ACC02348,CUST1166,Credit Card,120597.9,3.6,2020-02-23,Active
ACC02349,CUST1166,Savings Account,195968.1,3.11,2016-03-26,Active
ACC02350,CUST1167,Investment Fund,87691.17,5.38,2018-04-09,Active
ACC02351,CUST1167,Investment Fund,64653.72,0.69,2016-10-05,Active
ACC02352,CUST1167,Investment Fund,146312.34,2.87,2020-12-05,Active
ACC02353,CUST1168,Current Account,27276.46,0.87,2015-09-19,Dormant
ACC02354,CUST1169,Credit Card,181047.84,3.2,2018-09-15,Active
ACC02355,CUST1169,Investment Fund,43061.14,5.41,2021-08-06,Active
ACC02356,CUST1169,Credit Card,39640.1,2.47,2019-12-22,Active
ACC02357,CUST1170,Savings Account,63814.63,2.41,2018-03-29,Active
ACC02358,CUST1170,Savings Account,115586.21,1.96,2021-12-01,Dormant
ACC02359,CUST1171,Mortgage,116796.02,5.21,2015-11-24,Active
ACC02360,CUST1171,Investment Fund,241653.52,4.34,2018-04-28,Active
ACC02361,CUST1172,Investment Fund,247453.15,4.7,2017-10-21,Active
ACC02362,CUST1172,Mortgage,219093.02,0.84,2019-02-03,Active
ACC02363,CUST1172,Savings Account,198639.64,5.23,2015-10-10,Active
ACC02364,CUST1173,Credit Card,181801.57,3.03,2017-03-26,Active
ACC02365,CUST1173,Current Account,159208.61,0.93,2019-12-17,Active
ACC02366,CUST1174,Mortgage,101118.87,2.99,2015-03-23,Active
ACC02367,CUST1174,Current Account,123888.69,2.26,2017-12-11,Active
ACC02368,CUST1174,Savings Account,148943.39,3.44,2019-07-15,Active
ACC02369,CUST1175,Credit Card,18597.27,2.22,2020-11-19,Dormant
ACC02370,CUST1176,Mortgage,151191.81,3.67,2019-02-21,Active
ACC02371,CUST1177,Mortgage,18736.29,2.1,2017-02-13,Active
ACC02372,CUST1177,Personal Loan,141109.75,3.66,2019-07-16,Active
ACC02373,CUST1177,Mortgage,23789.61,4.87,2019-09-06,Active
ACC02374,CUST1178,Mortgage,211125.1,1.15,2016-01-13,Active
ACC02375,CUST1179,Current Account,143814.13,3.04,2019-07-04,Active
ACC02376,CUST1179,Savings Account,231113.2,4.24,2015-05-10,Active
ACC02377,CUST1180,Personal Loan,187143.99,1.6,2016-11-25,Active
ACC02378,CUST1180,Investment Fund,182389.67,2.37,2021-08-14,Active
ACC02379,CUST1181,Credit Card,10326.65,2.35,2020-12-21,Active
ACC02380,CUST1182,Investment Fund,21183.7,3.03,2016-07-31,Active
ACC02381,CUST1183,Current Account,91295.08,2.17,2015-07-23,Active
ACC02382,CUST1183,Investment Fund,91253.81,0.92,2018-09-30,Active
ACC02383,CUST1184,Personal Loan,137692.21,1.48,2018-09-11,Active
ACC02384,CUST1184,Current Account,47600.62,0.86,2019-03-06,Active
ACC02385,CUST1185,Mortgage,94833.62,5.25,2019-01-16,Active
ACC02386,CUST1185,Investment Fund,210985.43,1.85,2015-06-05,Active
ACC02387,CUST1185,Credit Card,5054.7,5.34,2017-01-20,Active
ACC02388,CUST1186,Current Account,204038.42,3.09,2018-03-10,Active
ACC02389,CUST1187,Mortgage,164172.5,2.25,2017-03-07,Active
ACC02390,CUST1187,Personal Loan,76975.39,1.02,2017-03-14,Active
ACC02391,CUST1187,Personal Loan,138934.46,0.52,2017-10-08,Active
ACC02392,CUST1188,Personal Loan,223524.99,1.69,2016-10-10,Active
ACC02393,CUST1189,Mortgage,148670.46,1.12,2017-10-04,Active
ACC02394,CUST1189,Current Account,37214.85,0.59,2016-12-25,Active
ACC02395,CUST1190,Savings Account,96294.73,1.79,2015-10-13,Dormant
ACC02396,CUST1190,Investment Fund,198757.53,3.76,2015-04-24,Active
ACC02397,CUST1190,Mortgage,88705.54,1.32,2017-05-17,Active
ACC02398,CUST1191,Savings Account,107716.24,1.7,2020-06-25,Dormant
ACC02399,CUST1191,Credit Card,41541.41,0.86,2016-10-17,Active
ACC02400,CUST1192,Savings Account,132550.58,2.21,2018-10-03,Active
ACC02401,CUST1193,Investment Fund,176232.78,1.49,2017-11-14,Active
ACC02402,CUST1193,Current Account,182900.34,2.44,2015-11-24,Active
ACC02403,CUST1193,Investment Fund,1856.75,0.71,2020-05-02,Active
ACC02404,CUST1194,Savings Account,38118.61,3.83,2021-08-29,Active
ACC02405,CUST1195,Savings Account,224558.46,0.05,2021-06-11,Active
ACC02406,CUST1195,Mortgage,215872.78,1.17,2017-10-11,Active
ACC02407,CUST1195,Current Account,9531.83,4.31,2016-07-15,Active
ACC02408,CUST1196,Current Account,54855.63,2.26,2015-07-04,Active
ACC02409,CUST1196,Mortgage,77434.54,4.58,2017-03-16,Active
ACC02410,CUST1196,Credit Card,138397.68,3.42,2020-05-18,Active
ACC02411,CUST1197,Investment Fund,248355.07,2.16,2015-03-24,Active
ACC02412,CUST1197,Mortgage,40427.31,0.43,2019-03-07,Dormant
ACC02413,CUST1198,Personal Loan,130630.84,4.96,2017-04-17,Active
ACC02414,CUST1198,Current Account,246290.54,4.93,2015-11-18,Dormant
ACC02415,CUST1198,Mortgage,169342.86,0.14,2017-11-01,Active
ACC02416,CUST1199,Mortgage,84178.01,0.38,2016-03-10,Active
ACC02417,CUST1200,Investment Fund,162262.57,2.04,2018-03-24,Active
ACC02418,CUST1200,Personal Loan,109357.26,4.53,2021-03-20,Active
ACC02419,CUST1201,Investment Fund,161231.75,0.92,2019-08-31,Active
ACC02420,CUST1201,Credit Card,187853.8,3.56,2020-01-29,Active
ACC02421,CUST1202,Investment Fund,20200.34,1.99,2021-02-10,Active
ACC02422,CUST1203,Personal Loan,115859.05,1.81,2016-03-25,Active
ACC02423,CUST1204,Savings Account,51321.81,3.69,2019-03-20,Active
ACC02424,CUST1205,Savings Account,190986.17,1.65,2020-05-18,Active
ACC02425,CUST1205,Current Account,200212.47,4.91,2021-11-11,Active
ACC02426,CUST1205,Personal Loan,153567.27,1.88,2020-06-16,Active
ACC02427,CUST1206,Credit Card,120033.06,2.92,2017-04-23,Active
ACC02428,CUST1206,Personal Loan,246021.91,2.28,2016-10-24,Active
ACC02429,CUST1206,Mortgage,17694.23,0.46,2015-07-06,Active
ACC02430,CUST1207,Mortgage,17446.87,1.7,2019-09-29,Active
ACC02431,CUST1207,Current Account,187364.74,4.04,2021-02-22,Active
ACC02432,CUST1207,Current Account,86545.81,4.23,2015-03-11,Active
ACC02433,CUST1208,Personal Loan,100559.67,3.13,2015-04-19,Active
ACC02434,CUST1208,Credit Card,17004.83,4.01,2019-10-25,Dormant
ACC02435,CUST1208,Investment Fund,199050.44,3.11,2019-05-23,Active
ACC02436,CUST1209,Personal Loan,100209.02,3.77,2018-12-18,Active
ACC02437,CUST1210,Mortgage,29815.43,5.4,2021-05-26,Active
ACC02438,CUST1210,Investment Fund,155527.92,1.79,2021-12-12,Active
ACC02439,CUST1211,Investment Fund,3547.3,0.11,2015-12-22,Active
ACC02440,CUST1212,Investment Fund,96731.85,4.45,2018-01-15,Active
ACC02441,CUST1212,Savings Account,191402.11,3.91,2021-06-07,Active
ACC02442,CUST1213,Credit Card,216534.51,3.62,2020-09-06,Active
ACC02443,CUST1213,Personal Loan,196939.38,3.36,2020-06-04,Active
ACC02444,CUST1213,Mortgage,119151.17,0.94,2015-10-25,Active
ACC02445,CUST1214,Current Account,58236.16,1.17,2016-05-07,Active
ACC02446,CUST1214,Mortgage,216823.87,2.28,2021-09-12,Active
ACC02447,CUST1214,Investment Fund,167874.38,4.06,2021-02-03,Active
ACC02448,CUST1215,Current Account,11385.52,2.5,2018-07-09,Active
ACC02449,CUST1215,Investment Fund,178427.82,1.71,2021-03-14,Active
ACC02450,CUST1216,Mortgage,12707.63,0.22,2021-08-03,Active
ACC02451,CUST1216,Credit Card,98880.78,4.39,2016-11-10,Active
ACC02452,CUST1216,Credit Card,82909.73,0.61,2018-09-11,Dormant
ACC02453,CUST1217,Current Account,151592.57,1.91,2019-11-17,Active
ACC02454,CUST1218,Credit Card,85337.32,0.19,2017-11-03,Active
ACC02455,CUST1218,Investment Fund,249470.34,4.67,2017-01-11,Active
ACC02456,CUST1219,Personal Loan,53876.57,5.02,2018-11-15,Active
ACC02457,CUST1220,Personal Loan,74642.43,4.65,2015-08-10,Active
ACC02458,CUST1220,Mortgage,104055.99,2.38,2019-03-02,Active
ACC02459,CUST1220,Credit Card,222751.99,1.42,2016-07-21,Active
ACC02460,CUST1221,Investment Fund,128840.55,3.74,2020-11-27,Active
ACC02461,CUST1222,Investment Fund,233266.02,4.72,2016-01-18,Dormant
ACC02462,CUST1222,Mortgage,225026.3,3.84,2021-10-03,Dormant
ACC02463,CUST1222,Current Account,146871.52,2.34,2021-08-28,Active
ACC02464,CUST1223,Savings Account,211188.29,2.27,2021-10-03,Active
ACC02465,CUST1223,Mortgage,194370.88,5.16,2018-09-02,Active
ACC02466,CUST1224,Investment Fund,73150.47,1.12,2020-07-24,Active
ACC02467,CUST1224,Current Account,1662.18,0.73,2021-08-22,Active
ACC02468,CUST1224,Mortgage,105937.71,0.26,2016-11-01,Active
ACC02469,CUST1225,Savings Account,201964.74,2.41,2019-04-11,Dormant
ACC02470,CUST1225,Investment Fund,246742.55,1.71,2020-03-31,Active
ACC02471,CUST1225,Investment Fund,25942.12,1.09,2019-07-18,Active
ACC02472,CUST1226,Mortgage,174783.2,1.21,2016-07-18,Active
ACC02473,CUST1226,Savings Account,221369.4,3.62,2021-07-28,Active
ACC02474,CUST1226,Personal Loan,19519.66,4.19,2020-10-30,Dormant
ACC02475,CUST1227,Savings Account,213543.18,4.09,2015-04-25,Active
ACC02476,CUST1227,Current Account,168542.05,0.36,2019-11-05,Active
ACC02477,CUST1228,Credit Card,44407.25,0.64,2020-08-27,Active
ACC02478,CUST1228,Savings Account,158636.85,2.06,2021-07-09,Active
ACC02479,CUST1229,Mortgage,144277.9,0.38,2015-04-15,Active
ACC02480,CUST1229,Personal Loan,81094.62,5.38,2015-07-23,Active
ACC02481,CUST1230,Savings Account,115910.55,3.96,2020-05-28,Active
ACC02482,CUST1231,Savings Account,92371.78,3.2,2021-02-16,Active
ACC02483,CUST1231,Savings Account,126681.27,3.73,2018-10-15,Active
ACC02484,CUST1231,Credit Card,248390.67,3.79,2020-01-15,Active
ACC02485,CUST1232,Savings Account,94130.55,5.43,2019-03-27,Active
ACC02486,CUST1232,Current Account,219059.19,3.68,2019-08-03,Active
ACC02487,CUST1233,Current Account,131658.69,0.83,2020-07-20,Active
ACC02488,CUST1233,Current Account,77304.42,2.44,2015-07-16,Active
ACC02489,CUST1234,Current Account,176911.93,0.49,2017-06-02,Active
ACC02490,CUST1234,Investment Fund,222590.32,0.29,2015-06-07,Active
ACC02491,CUST1234,Investment Fund,148391.67,3.36,2020-12-23,Active
ACC02492,CUST1235,Savings Account,10443.45,4.59,2018-10-04,Active
ACC02493,CUST1235,Savings Account,74234.55,4.35,2018-04-26,Active
ACC02494,CUST1236,Investment Fund,122241.42,2.18,2019-03-14,Active
ACC02495,CUST1236,Mortgage,192801.18,3.75,2017-04-22,Active
ACC02496,CUST1237,Credit Card,53548.2,4.18,2021-09-26,Active
ACC02497,CUST1237,Personal Loan,188577.68,1.19,2020-09-13,Active
ACC02498,CUST1237,Personal Loan,143328.09,4.03,2021-07-15,Active
ACC02499,CUST1238,Savings Account,22433.97,1.11,2019-12-04,Active
ACC02500,CUST1238,Current Account,105225.8,2.84,2015-04-08,Active
ACC02501,CUST1238,Investment Fund,48975.62,3.71,2021-10-22,Active
ACC02502,CUST1239,Personal Loan,204879.16,3.98,2021-05-06,Active
ACC02503,CUST1239,Savings Account,135731.05,2.89,2017-12-09,Active
ACC02504,CUST1240,Credit Card,167854.44,2.5,2020-08-03,Active
ACC02505,CUST1240,Mortgage,19736.98,5.38,2018-05-16,Active
ACC02506,CUST1240,Investment Fund,244342.3,0.39,2017-07-20,Active
ACC02507,CUST1241,Mortgage,226470.47,5.26,2021-01-19,Active
ACC02508,CUST1241,Savings Account,50278.6,4.33,2018-01-27,Active
ACC02509,CUST1242,Credit Card,21331.45,2.96,2018-04-08,Dormant
ACC02510,CUST1242,Personal Loan,138984.32,1.82,2017-01-07,Active
ACC02511,CUST1242,Current Account,211912.84,1.66,2015-11-24,Active
ACC02512,CUST1243,Credit Card,190195.64,3.13,2021-06-30,Active
ACC02513,CUST1243,Current Account,188126.62,3.9,2021-06-03,Active
ACC02514,CUST1244,Investment Fund,241306.0,4.53,2015-11-24,Active
ACC02515,CUST1244,Credit Card,93373.95,0.25,2021-05-12,Active
ACC02516,CUST1245,Savings Account,127775.62,4.35,2017-08-21,Active
ACC02517,CUST1246,Mortgage,26382.41,5.17,2021-04-29,Active
ACC02518,CUST1247,Current Account,74604.3,3.99,2015-09-25,Active
ACC02519,CUST1247,Investment Fund,3237.2,2.08,2016-05-27,Active
ACC02520,CUST1247,Credit Card,65050.97,4.87,2020-02-25,Active
ACC02521,CUST1248,Credit Card,29851.43,3.29,2020-09-15,Active
ACC02522,CUST1248,Credit Card,144187.17,0.66,2017-10-27,Active
ACC02523,CUST1249,Mortgage,113565.47,0.04,2019-06-12,Active
ACC02524,CUST1249,Credit Card,130992.68,3.58,2017-04-14,Active
ACC02525,CUST1250,Credit Card,86511.59,2.74,2020-06-24,Active
ACC02526,CUST1250,Credit Card,210458.59,5.26,2021-02-08,Active
ACC02527,CUST1250,Savings Account,199425.72,1.25,2017-10-21,Dormant
ACC02528,CUST1251,Savings Account,204257.01,2.51,2021-12-19,Dormant
ACC02529,CUST1251,Mortgage,66613.98,4.6,2016-09-18,Active
ACC02530,CUST1252,Savings Account,52383.87,0.72,2015-09-10,Active
ACC02531,CUST1252,Savings Account,14915.94,1.34,2021-06-27,Active
ACC02532,CUST1253,Personal Loan,204289.56,0.95,2020-08-31,Active
ACC02533,CUST1253,Investment Fund,205371.51,4.72,2021-04-27,Active
ACC02534,CUST1253,Mortgage,167889.42,0.57,2017-01-13,Active
ACC02535,CUST1254,Credit Card,136082.37,5.46,2017-12-24,Active
